Unnamed: 0,公司名稱,職務名稱,工作內容,條件要求,工作待遇,福利制度,網址連結,Python,TensorFlow,MySQL,C,C++,Git,Java,R,OpenCV,Spark,Docker,DeepLearning,Linux,Hadoop,Kafka,MongoDB,JavaScript,DataMining
68,行動貝果有限公司,"Senior Data Scientist (資深資料科學家, 此職務提供實習計畫)","1. Use machine learning and analytical techniques to build prediction model for demand forecasting and predictive maintenance2. Experience in analyzing and extracting valuable information from large amounts of business data3. Code review4. Design efficient, scalable, automated processes for large scale data analyses, model development, model validation and model implementation5. Research and evaluate pioneering machine learning and statistical model","接受身份：                    上班族、夜間就讀中、外籍人士、原住民【相關法令】、二度就業                    可上班日：一個月內工作經歷：2年以上學歷要求：大學以上擅長工具：Java、Scala  其他條件：                        [Requirements]* Have a degree in a quantitative discipline such as like physics, mathematics, computational chemistry, statistics etc.* At least 2 years of experience in data analyzing* Fluency in a programming language (Python, C, C++, Java, SQL)* Working knowledge of complex data analysis including but not limited to machine learning, time series, and deep learning Before apply, please finish any 2 out of these 3 Kaggle competitions: 1. Regression: https://www.kaggle.com/c/house-prices-advanced-regression-techniques2. Classification: https://www.kaggle.com/c/titanic3. Time-series prediction: https://www.kaggle.com/c/rossmann-store-sales/data",待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"法定項目

週休二日 家庭照顧假 勞保 健保 產假 特別休假 育嬰留停 女性生理假 勞退提撥金 就業保險 防疫照顧假 員工體檢 
其他福利

員工紅利 員工認股 年終獎金 三節獎金/禮品 特殊節日獎金禮品 專業證照獎金 零食櫃 咖啡吧 健身器材 員工進修補助 國內旅遊 國外旅遊 部門聚餐 慶生會 社團活動 家庭日 電影觀賞 帶寵物上班 優於勞基法特休 伙食津貼 

                        1. Team Building 凝聚共識與感情
2. 每個月不定時舉辦員工聚餐或活動
3. 依上班時間提供早晚餐及 TGIF 午餐
4. 書籍、課程進修、考取證照等專業進修補助
5. 辦公室備有免費飲料與零食
6. 業績/分紅獎金
7. 鼓勵並補助健康檢查
8. 員工配股/優惠認購股份

學習與成長
1. 在職進修補助
2. 員工教育訓練
3. 海外駐點輪調 (視疫情開放)",https://m.104.com.tw/job/6det4?jobsource=n104bank2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
69,湛積股份有限公司,數據最佳化演算法工程師 Data Optimization Algorithm Engineer,"【公司簡介】LSC Ecosystem (鄰近桃園機場捷運A7站) 的使命是在電動載具價值鏈上扮演關鍵領航者，你想對產業發揮自己的影響力嗎？在這裡你能夠有機會在電動載具的產業裡，串連軟體與硬體、協助傳統邁向未來，過程絕對不簡單，但是旅程保證很精彩。你喜歡新創充滿未知與挑戰的吸引力嗎？加入 LSC 和我們一起打造電動載具產業的霸業！【Responsibilities】• 設計和建構基於資料科學/數理統計模型之演算法之AIoT系統平台。• 從大數據中透過統計建模挖掘找出重要因子與潛在因素進行分析、預測及推薦，開發最佳化模型提供解決方案。• 主動洞察公司內外之統計實務問題，跨組織合作並提出解決方案。• 與機器學習演算法工程師協作優化AI模型參數訓練與框架建構，順利將其結合至產品中。【Requirements】• 統計 / 應用數學 / 工業工程 / 建模 / 物理 / 數據科學 / 決策科學等資料科學相關領域碩士以上學位。• 碩士論文或產學合作專案與建模 / 工業統計 / 大數據領域相關，或曾發表過相關期刊文章。• 熟悉時間序列模型 / 訊號分析 / Data Mining / GIS 圖資分析 / 最佳化 / DOE 等 AI 應用手法。• Senior Engineer 需具備三年以上相關工作經驗。【Preferred Skills】• 具備良好的數理模型之大數據分析能力，熟悉統計與機器學習演算法。• 具備良好的 Python / C++ 編寫程式實現演算法，擅長撰寫乾淨且有效率的程式碼。• 熟悉 Linux 系統操作與至少一種 RDBMS 或 NoSQL 資料庫應用能力。• 具備版本控制工具使用經驗 (ex: Git)。【Special Requirement】• 具任一雲端平台(AWS / GCP / Azure) 與 Spark / Hadoop / PySpark 使用經驗者佳。• 熟悉資料分析可視化工具(如：PowerBI, Tableau )，且具實作經驗者佳。",接受身份：                    上班族                    可上班日：一個月內工作經歷：3年以上學歷要求：碩士以上語文條件：                        英文 -- 聽 /中等、說 /中等、讀 /精通、寫 /中等  擅長工具：Python  其他條件：                        1. 主動積極且熱衷資料科學，願意學習新知，成為資料科學家 Data Scientist。2. 擅長撰寫乾淨且有效率的程式碼。3. 擅長團隊合作且具獨立解決問題的能力。4. 投遞職缺請一併附上論文、發表之期刊或不限形式之作品集。,待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"法定項目

週休二日 
其他福利

不扣薪事假 部門聚餐 慶生會 社團活動 家庭日 員工停車位 員工進修補助 住院慰問金 年終獎金 零食櫃 咖啡吧 健身器材 生活工作諮詢",https://m.104.com.tw/job/770if?jobsource=n104bank2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,湛積股份有限公司,人工智慧演算法工程師 AI Algorithm Engineer,"【公司簡介】LSC Ecosystem (鄰近桃園機場捷運A7站) 的使命是在電動載具價值鏈上扮演關鍵領航者，你想對產業發揮自己的影響力嗎？在這裡你能夠有機會在電動載具的產業裡，串連軟體與硬體、協助傳統邁向未來，過程絕對不簡單，但是旅程保證很精彩。你喜歡新創充滿未知與挑戰的吸引力嗎？加入 LSC 和我們一起打造電動載具產業的霸業！【Responsibilities】• 設計和建構基於 Artificial Intelligence (人工智慧) / Machine Learning (機器學習) / Deep Learning (深度學習)演算法的系統平台。• 開發 AI 於交通領域之演算法應用。• 利用 ML / DL 演算法 (ex: Recommendation System / Data Mining / 深度學習 / 時間序列 / Computer Vision)，開發相關應用。• 負責 AI 模型訓練、框架建構與參數優化，並具備參數解釋能力。• 與數據最佳化演算法工程師溝通與協作資料分析系統建立。【Requirements】• 資訊 / 電機 / 統計 / 物理 / 數學等相關領域碩士以上學位。• 碩士論文需與資料科學領域相關或曾發表過相關期刊文章。• 熟悉 Recommendation System / Data Mining / 深度學習 / 時間序列 / Computer Vision 至少一種以上的 AI 演算法，協助公司開發相關應用。• Senior Engineer 需具備三年以上相關工作經驗。【Preferred Skills】• 具備高效率的 Python / C / C++ 等編寫程式實現演算法。• 至少熟悉一種主流 DL 框架 / ML 演算法，包含但不限於 TensorFlow, PyTorch, YOLOv3, Caffe, MXNet, CNTK, Keras, MLlib。• 能熟練操作 RDBMS, NoSQL。【Special Requirement】• 具任一雲端平台( AWS / GCP / Azure ) 與 Spark / Hadoop / PySpark 使用經驗者佳。• 運用過 GIS 圖資分析 / GPS Navigation / 車流理論等交通領域相關演算法應用與開發。• 具備良好的閱讀國際期刊之能力。",接受身份：                    上班族                    可上班日：一個月內工作經歷：3年以上學歷要求：碩士以上語文條件：                        英文 -- 聽 /中等、說 /中等、讀 /精通、寫 /中等  擅長工具：C++、Python  工作技能：Machine Learning其他條件：                        1. 主動積極且熱衷資料科學應用，願意學習新知，成為資料科學家 Data Scientist。2. 擅長撰寫乾淨且有效率的程式碼。3. 擅長團隊合作且具獨立解決問題的能力。4. 投遞職缺請一併附上論文、發表之期刊或不限形式之作品集。,待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"法定項目

週休二日 
其他福利

不扣薪事假 部門聚餐 慶生會 社團活動 家庭日 員工停車位 員工進修補助 住院慰問金 年終獎金 零食櫃 咖啡吧 健身器材 生活工作諮詢",https://m.104.com.tw/job/70c95?jobsource=n104bank2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71,友達光電股份有限公司,資料科學家(台中廠),1.Machine Learning & Deep Learning新技術研究與應用2.運用Machine Learning技術改善工廠生產3.撰寫Machine Learning演算法4.應用系統化規劃5.演算法設計、開發與驗證,"接受身份：                    上班族                    可上班日：兩週內工作經歷：不拘學歷要求：碩士以上科系要求：數學及電算機科學學科類、數理統計相關、資訊工程相關語文條件：                        英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等  擅長工具：Java、Python  其他條件：                        1.具備Machine Learning以及Deep Learning framework, 具AI需求分析與應用開發經驗 2.具備程式開發經驗3.接觸過半導體、光電產業者佳4.熟悉Linux系統, 具C/C++/Java/Python程式語言設計經驗5.具資料處理與分析經驗者",待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"法定項目

哺乳室 家庭照顧假 勞保 健保 陪產假 產假 特別休假 育嬰留停 女性生理假 勞退提撥金 安胎假 產檢假 
其他福利

部門聚餐 社團活動 家庭日 員工停車位 特約商店 員工認股 結婚禮金 生育津貼 社團補助 員工進修補助 旅遊補助 伙食津貼 年終獎金 三節獎金/禮品 特殊節日獎金禮品 員工宿舍 交通車 員工餐廳 健身器材 醫務室 生活工作諮詢 健身房 停車位 

                        薪 資：具市場競爭力的薪資水準，另有員工分紅、年度績效獎金、不定期激勵獎金、及特別為員工累積退休金而設置的持股信託方案等獎勵措施。
給 假：提供訂婚假、陪產假、生理假、家庭照顧假...等完善的休假制度
保 險：提供勞健保、意外險、醫療險、團保...等優於勞基法的保險制度
健 康：全國首創『維力中心』，提供專業醫護，並主動設計同仁健康促進方案
交 通：提供舒適便利之交通車、設備完善的員工專屬停車場
住 宿：依地區備有不同型式優質宿舍
餐 飲：提供員工餐廳及用餐補助、設有便利商店及 Starbucks咖啡廳等
活 動：各廠區設置優質員工休閒運動中心『活力館』，舉辦各類多元化之休閒及社團活動
補 助：結婚、生育、住院、喪葬補助、三節禮券
福委會：自助式福利點數制度、旅遊補助及康樂活動、特約商店折扣、免費電影欣賞、藝文活動、家庭日親子活動...等
學習發展：透過職能導向的學習發展體系及友達大學的實體及線上課程，結合個人發展計劃(IDP)，激發員工潛能，打造優質人才",https://m.104.com.tw/job/5qbzv?jobsource=n104bank2,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
72,易勝資訊股份有限公司,機器學習工程師,[工作內容]專責進行建模開發規劃及設計工作，協助資料科學家和決策者運用機器學習解決問題。[必須技能]兩年以上資料建模開發經驗。熟悉Python程式語言。熟悉至少其中一項ML框架，Tensorflow 、Scikit-learn、Keras、Pytorch。,接受身份：                    上班族                    可上班日：不限工作經歷：2年以上學歷要求：大學以上擅長工具：Git、Java、Python,待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"法定項目

週休二日 
其他福利

國內旅遊 部門聚餐 慶生會 結婚禮金 生育津貼 員工進修補助 旅遊補助 年終獎金 

                        【貼心獎金制度】 
    	資深員工獎金。 
    	三節禮金(中秋、端午、生日)。 
    	其他禮金(結婚禮金、喪葬津貼、本人或配偶生育禮金) 。 
    	豐厚員工推薦獎金。 

【員工保險制度】 
    	享足額勞保、健保、勞退。
    	員工團保
    	意外險
    	職災保險

【請 / 休假制度】 
    	週休二日
    	特休/年假
    	陪產假
    	女性同仁生理假

【多元福利活動】 
    	員工健檢。 
    	員工旅遊。
    	員工自購電腦補助。 
    	慶生會、烤肉、院線電影包場欣賞、員工餐敘、年終尾牙餐會..等。 
    	不定期美味下午茶。 

【職能成長課程】 
    	不定期舉辦軟實力的培訓 
    	管理才能訓練",https://m.104.com.tw/job/76zoj?jobsource=n104bank2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
73,國泰金控_國泰金融控股股份有限公司,"資料科學分析師（Data Science R&D）- 資料科學實驗室(數數發中心, DDT)","隸屬於國泰金控下的資料科學實驗室 Cathay Data Lab Team，實驗室專注於開發與研究最新資料科學與人工智慧相關技術。身為一名資料科學家與研究者，你必須適應 Cathay Data Lab Team 以下文化：- 樂於互相分享，善於互相學習- 主動發現問題，主動解決問題- 討論風氣興盛，沒有階級之分Cathay Data Lab Team 正在尋找優秀的機器學習及深度學習的專家，該職位將負責資料科學與人工智慧相關創新技術研究開發及概念性驗證。職務內容包括：- 處理最前端的技術：研究或發表最新資料科學及人工智慧論文。如：Attention Model, Graph Neural Network, Neural Architecture Search, etc.- 與各子公司業務團隊合作：應用機器/深度學習模型解決商業問題。如：客戶行為與屬性的分析與預測、商品或事件的推薦與預測。- 建立快速且高效率的機器學習架構：與資料工程師合作，進行機器學習、深度學習的架構設計與開發。","接受身份：                    上班族、應屆畢業生                    可上班日：一個月內工作經歷：不拘學歷要求：大學以上科系要求：數理統計相關、應用數學相關、數學及電算機科學學科類語文條件：                        英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等  其他條件：                        必要條件：- 主動性高、能適應變化快速的技術與環境、愛好自我學習、探索與分享的態度。- 擁有各式機器學習及深度學習相關理論知識，有能力說明原理及應用於實際場景。- 擁有統計學相關理論知識，有能力說明原理及應用於實際場景。- 熟悉在 Python 之中處理機器學習或是資料探勘。加分條件- 擁有在 Spark 框架下運算機器學習或資料探勘的經驗。- 擁有成功參加資料競賽 (Kaggle, KDD Cup, Codalab, etc）的經驗。- 熟悉任一深度學習框架 (TensorFlow, Caffe, PyTorch, Keras, etc)。- 發表機器學習或人工智慧相關論文。- 熟悉 Linux 的程式開發環境與 Shell Script 的使用。- 具 Reinforcement Learning 相關經驗。- 具 Graph embedding/ Graph Neural Network 相關經驗。","月薪 30,000~90,000元                                                薪資行情","法定項目

週休二日 
其他福利

不扣薪病假 家庭日 員工貸款 結婚禮金 生育津貼 社團補助 員工進修補助 子女教育獎助學金 旅遊補助 年終獎金 三節獎金/禮品 專業證照獎金 員工舒壓按摩 生活工作諮詢 

                        年終獎金，端午、中秋代金，婚喪禮金，生日禮物，員工保險，子女教育補助費，登山活動，春秋兩季旅遊，年終聚餐補助，國建購屋優惠。",https://m.104.com.tw/job/6ecm5?jobsource=n104bank2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
74,瑞儀光電股份有限公司,14G009 AI人工智慧工程師,1.智能產線資料收集與探勘2.可視化處理與模組開發3.資料分群分類分析定義4.機器與深度學習建模5.AI演算法開發與產線實作應用,接受身份：                    上班族                    可上班日：不限工作經歷：2年以上學歷要求：碩士科系要求：資訊工程相關、資訊管理相關語文條件：                        英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等  其他條件：                        1.任一種Python/Java/Java script/c#等程式語言2.熟資料庫SQL server/non-SQL3.IOS/Android APP等開發經驗4.AI演算法開發經驗5.具數據分析師/AI人工智慧師/資料科學家工作經驗尤佳,待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"法定項目

哺乳室 週休二日 家庭照顧假 勞保 健保 陪產假 產假 特別休假 育嬰留停 女性生理假 勞退提撥金 產檢假 就業保險 防疫照顧假 員工體檢 職災保險 
其他福利

員工紅利 年終獎金 三節獎金/禮品 員工餐廳 咖啡吧 醫務室 結婚禮金 生育津貼 社團補助 旅遊補助 急難補助 國內旅遊 部門聚餐 社團活動 特約商店 伙食津貼 員工團體保險 

                        符合勞動基準法為最基本需求,我們提供了更好的條件:
◆ 分紅/年終獎金：每年依公司營運績效及個人工作績效發放。
◆ 禮金/禮品：三節禮金/禮品、勞動節禮金/禮品。
◆ 育才培訓：新人引導訓練、公司內部技能與職能訓練、年度整體規劃專案訓練課程、工作安全訓練、內部講師訓練、各項認證訓練。
◆ 保險類：勞工保險、全民健保、員工團體保險、意外險。
◆ 休閒類：國內旅遊、部門聚餐、多元化社團活動。
◆ 制度類：員工制服、用餐補助、員工提案獎金。
◆ 設備類：員工餐廳、女性員工哺乳室、蒸飯室、茶水間。
◆ 請/休假制度：週休二日、特休/年假、家庭照顧假、女性生理假、男性陪產假。
◆ 補助類：結婚禮金、生育津貼、生日禮金、社團補助、旅遊補助、住院慰問金。
◆ 吃喝玩樂特約商店優惠。",https://m.104.com.tw/job/6lp8d?jobsource=n104bank2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
75,萬達人工智慧科技股份有限公司,AI深度學習工程師,"1. 依據需求整合機器學習平台(例如 TensorFlow...) 2. 依據資料科學家建議實做實驗程式以提高模型預測準確性 3. 設計實驗以提高模型預測準確性 4. 開發資料前處理功能 (標示, 轉格式)5. 調查研究新技術或新模型6. 撰寫相關文件  7. 對深度學習具有高度熱忱 8. 熟悉 python 瞭解 python 資料處理相關 libraries, eg, Pandas, NumPy9. 瞭解 pytorch (tensorflow, darknet, yolact, inception, ylo3, tinyyolo ) 10. 熟悉 OpenCV、dlib11.瞭解 git 使用 12. 瞭解 docker 或 kubernetes 使用13. 深度學習演算法研究與設計，熟悉深度神經網路的常用模型（CNN、RCNN、VGGNet、ResNet、GCN、GAN等）14. 基於影像之物件(物件)偵測/辨識演算法設計與開發。15.深度學習模型訓練、開發與設計。",接受身份：                    上班族、應屆畢業生、原住民【相關法令】                    可上班日：不限工作經歷：不拘學歷要求：大學以上擅長工具：Linux、Github、C++、Python、Visual Studio  工作技能：系統架構規劃、軟體程式設計、Machine Learning具備證照：TOEIC (多益測驗),"月薪 60,000~100,000元                                                薪資行情","法定項目

週休二日 勞保 健保 特別休假 就業保險 
其他福利

年終獎金 零食櫃 咖啡吧 員工進修補助 部門聚餐 慶生會 

                        【交通便利】◆近捷運站10分鐘(南京復興站) 
【薪資與福利】
 ◆年終獎金 ◆值班津貼
 ◆年度調薪(視公司營運狀況與個人調薪而定) 
【請 / 休假制度】 
◆特休假 : 配合勞基法規定 ◆週休二日 
◆提供健康保險服務，關心員工健康 
◆依據法規到職即投保勞保、健保、提撥勞工退休金
◆公司體恤員工的辛勞，規劃多樣休閒活動 
◆免費供應現煮研磨咖啡、飲品、點心餅乾 
◆每三個月一同舉辦慶生會吃好吃滿 ◆不定期下午茶 ◆不定期部門聚餐 ◆不定期各節慶活動 
◆重視夥伴們的成長與職涯學習，不定期舉辦內訓、講座課程，並鼓勵員工自我進修。 
◆教育訓練補助+外訓公假(重視同仁的成長與職涯學習)。 
◆年度教育訓練、員工內部職涯發展。 
◆我們注重員工福利與工作品質，並提供優良舒適辦公環境，並在茶水間備有享受不盡的咖啡、餅乾和點心，歡迎加入我們一起開創更美好的工作與生活。",https://m.104.com.tw/job/73rft?jobsource=n104bank2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
76,國泰金控_國泰金融控股股份有限公司,"資料工程師 (Data R&D Engineer) -- 台中 資料科學實驗室 (數數發中心, DDT)",[工作內容]職務可能包含但不限如下相關內容：1.資料工程熟悉結構/半結構/非結構資料的分散式 ETL：使用 Kafka、Spark、Docker、Elasticsearch 以及雲端或其他 opensource 環境來進行開發2.大量且彈性的 data pipeline 的設計與開發3.與資料科學家合作，協助業務團隊解決商業命題：進行機器學習、深度學習、模型服務與統計分析模型最佳化自動化的研究與開發4.產品開發、專案開發、以及相關的推廣與後續維護我們 台中 資料科學研發團隊 正在尋找資料工程菁英，歡迎剛畢業或有相關工作經驗的朋友來挑戰。這個職位將負責資料工程相關的創新技術研究、概念性驗證與程式的開發，依照個人技術能力與發展安排。[我們的團隊介紹與文化特色]- 我們是集團於中部研發中心的資料科學團隊，特別針對中部的資料科學人才好手提供優質的新創研發環境- 有實驗室的理論研究精神，也有業界專業務實落地的應用- 從各個產業的生活化資料上，使用高度自動化的人工智慧與資料科學技術，讓客戶體驗最佳化- 從專案的開發來接地氣，從新技術的研究來保持創新，從產品的發展來規模化- 擁抱雲端技術，更重視開放的資料技術- 重視由下往上的團隊溝通，在自律的前提下享受自由的研發風氣- 重視團隊與個人在創新與技術深入成長的平衡發展- 在技術研究目標上，採有彈性的團隊模式規範，讓創新與成果導向可以並重平衡- 開放與分享是我們的基因，要有主動挖掘問題、主動解決問題的能力，也要有主動分享、傳承學習並追求進步的特質條件- 進步快速的團隊，能夠因應組織任務需求來調整工作內容,"接受身份：                    上班族、應屆畢業生                    可上班日：不限工作經歷：不拘學歷要求：大學以上科系要求：資訊工程相關、數理統計相關、數學及電算機科學學科類語文條件：                        英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等  擅長工具：Linux、Git、Python  工作技能：系統架構規劃、軟體工程系統開發、軟體程式設計、資料庫系統管理維護、資料庫軟體應用、系統架構規劃與維護其他條件：                        [必要條件]- 主動性高、能適應變化快速的技術與環境、愛好自我學習、探索與分享的態度- 具 Python 軟體開發經驗，並熟悉相關 IDE 開發環境運用- 熟悉 SQL 的使用與概念- 熟悉 Linux 系統開發環境- 熟悉 Git 版控機制[加分條件（非必要）]- 具備軟體產品開發經驗- 具 Scala 軟體開發經驗，並熟悉相關 IDE 開發環境運用- 熟悉或有 Spark 經驗者，如：Dataframe、Structured Streaming、GraphFrames- 熟悉或有大量資料處理的 Opensource 經驗者，如 Spark、Hadoop、Hive、Kafka、Elasticsearch、MongoDB、Radis 或是其他相關生態系服務- 具備 streaming data 處理經驗並熟悉串流資料處理工具，如 Kafka, Flink, Spark Structured Streaming- 熟悉或有微服務及 API 經驗者，如：Ngnix、Flask、Docker、Kubernetes、Openshift- 習慣 DevOPS 文化或熟悉 SRE 者，如：CICD、自動化測試環境工具、壓力測試與評估、自動化監控與效能調教- 熟悉或有機器學習的預測模型或開發服務的經驗者，如：TensorFlow、Pytorch、Kubeflow- 熟悉網路通訊相關協定與應用，如：TCP/IP、Routing、DNS、HTTP、Web Services、Web Services Security- 有網路爬蟲設計與開發經驗者- 具備基礎資料分析概念- 具備圖學資料處理經驗- 具備基本機器學習或深度學習相關知識- 熟悉 Scrum 等敏捷式開發模式- 善橫向跨部會溝通，表達能力佳- 具專案管理能力","月薪 30,000~90,000元                                                薪資行情","法定項目

週休二日 
其他福利

不扣薪病假 家庭日 員工貸款 結婚禮金 生育津貼 社團補助 員工進修補助 子女教育獎助學金 旅遊補助 年終獎金 三節獎金/禮品 專業證照獎金 員工舒壓按摩 生活工作諮詢 

                        年終獎金，端午、中秋代金，婚喪禮金，生日禮物，員工保險，子女教育補助費，登山活動，春秋兩季旅遊，年終聚餐補助，國建購屋優惠。",https://m.104.com.tw/job/743o2?jobsource=n104bank2,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0
77,萬達人工智慧科技股份有限公司,資深 AI深度學習工程師,"1. 依據需求整合機器學習平台(例如 TensorFlow. CoreML..) 2. 使用過Keras, Kaldi, Librispeech, NLTK, 2. 依據資料科學家建議實做實驗程式以提高模型預測準確性 3. 設計實驗以提高模型預測準確性 4. 開發資料前處理功能 (標示, 轉格式)5. 調查研究新技術或新模型6. 撰寫相關文件  7. 對深度學習具有高度熱忱 8. 瞭解以下, 已以實際做過為標準9.  pytorch (tensorflow,  yolact, inception, yolo3,4, tinyyolo, inception ) 10. OpenCV、dlib docker 或 kubernetes 11. 基於3D影像之物件(物件) 或是人體行為追中/偵測/辨識演算法設計與開發。 深度學習演算法研究與設計，熟悉深度神經網路的常用模型（CNN、RCNN、VGGNet、ResNet、GCN、GAN、GNN等）12. 自然語言處理 end-to-end ASR, TTS, 深度學習演算法研究與設計 GRNN,  BERT, Transformer, GPT設計與開發15.深度學習模型訓練、開發與設計。",接受身份：                    上班族、應屆畢業生、原住民【相關法令】                    可上班日：不限工作經歷：不拘學歷要求：大學以上擅長工具：Linux、Github、C++、Python、Visual Studio  工作技能：系統架構規劃、軟體程式設計、Machine Learning具備證照：TOEIC (多益測驗),"月薪 100,000元以上                                                薪資行情","法定項目

週休二日 勞保 健保 特別休假 就業保險 
其他福利

年終獎金 零食櫃 咖啡吧 員工進修補助 部門聚餐 慶生會 

                        【交通便利】◆近捷運站10分鐘(南京復興站) 
【薪資與福利】
 ◆年終獎金 ◆值班津貼
 ◆年度調薪(視公司營運狀況與個人調薪而定) 
【請 / 休假制度】 
◆特休假 : 配合勞基法規定 ◆週休二日 
◆提供健康保險服務，關心員工健康 
◆依據法規到職即投保勞保、健保、提撥勞工退休金
◆公司體恤員工的辛勞，規劃多樣休閒活動 
◆免費供應現煮研磨咖啡、飲品、點心餅乾 
◆每三個月一同舉辦慶生會吃好吃滿 ◆不定期下午茶 ◆不定期部門聚餐 ◆不定期各節慶活動 
◆重視夥伴們的成長與職涯學習，不定期舉辦內訓、講座課程，並鼓勵員工自我進修。 
◆教育訓練補助+外訓公假(重視同仁的成長與職涯學習)。 
◆年度教育訓練、員工內部職涯發展。 
◆我們注重員工福利與工作品質，並提供優良舒適辦公環境，並在茶水間備有享受不盡的咖啡、餅乾和點心，歡迎加入我們一起開創更美好的工作與生活。",https://m.104.com.tw/job/73tib?jobsource=n104bank2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
78,TutorABC_麥奇數位股份有限公司,AI算法工程師,我們在尋找對於AI有熱情、且對教育有使命的你，加入我們的數據團隊，一起玩轉數據、翻轉教育產業![Job Responsibilities]1.與資料科學家、數據工程師緊密合作，對業務場景提出可行框架、模型演算法2.對需求模型進行特徵建構、演算法調優、參數調整等3.應用領域主要包含用戶畫像、行銷轉化、風險控制、推薦模型、客戶滿意度與黏著度等4.跟蹤模型上線過程與實際應用結果[Job Requirements]1.具團隊合作能力、良好表達與溝通能力，且能適應快速變動的工作步調2.自主編寫程式與調試，能使用Python/R實現預定的演算法邏輯3.熟悉數據庫語言，如SQL、MSSQL、MySQL等4.具備實際機器學習專案經驗，並熟悉主流深度學習框架/機器學習函式庫如TensorFlow 、Keras、Torch等5.熟悉網頁建置，並具備架設flask/R shiny經驗尤佳6.具備ASR音訊處理/CV影像處理技能者尤佳,接受身份：                    上班族                    可上班日：一個月內工作經歷：3年以上學歷要求：大學以上科系要求：資訊工程相關、數學及電算機科學學科類、資訊管理相關語文條件：                        英文 -- 聽 /精通、說 /中等、讀 /精通、寫 /中等  擅長工具：Python、MS SQL、MySQL、Hive  其他條件：,待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"我們能提供全球舞台　你準備好了嗎?
我們尊重全球員工的多元文化與差異，也樂於在工作中不斷培養員工的工作實力及自信。
我們不僅提供全方位貼心的照顧及保障，更提供全球舞台，及內部創業制度，讓員工不需轉換跑道，在企業裡就可完整歷練、規劃自己的職涯。

【成為TutorABC的正職夥伴】
1.24小時真人外籍顧問即時互動英語課程，學好英文完全免費 
2.五星員工休息室/Kinect體感電玩/哺乳室/淋浴間/按摩師/剪髮
3.五星美食獎勵/員工T-Shirt/電影日
4.自由暢通的升遷制度
5.全球、兩岸、企業各部門職缺優先輪調 完整職場生涯歷練規劃
6.勞保、健保、團保、勞退基金 完全保障
7.生日禮金/三節禮品/績效獎金/年終獎金/員工分紅/優先認股 
8.員工推薦親友優惠及獎金方案
9.國際SOS全球醫療與人身安全服務
10.免費員工健康諮詢-醫師定期駐點",https://m.104.com.tw/job/6q78i?jobsource=n104bank2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
